,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
5787,101,146,146,146,146,80,80,80,80,71,71,71,71,65,65,65,65,63,63,63,63,65,65,65,65,78,78,78,78,75,75,75,75,79,79,79,79,84,84,84,84,81,81,81,81,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,S2,1506623400,2017-09-28 18:30:00,1506624300,0,0.0,7,5.73333333333333,0
5788,79,78,78,78,78,79,79,79,79,79,79,79,79,78,78,78,78,80,80,80,80,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,81,81,81,81,76,76,76,76,77,77,77,S2,1506624300,2017-09-28 18:45:00,1506625200,0,0.0,7,6.33333333333333,0
5789,77,78,78,78,78,78,78,78,78,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,84,84,84,84,90,90,90,90,81,81,81,81,78,78,78,78,76,76,76,76,75,75,75,75,93,93,93,S2,1506625200,2017-09-28 19:00:00,1506626100,0,0.0,7,5.0,0
5790,93,101,101,101,101,88,88,88,88,90,90,90,90,77,77,77,77,74,74,74,74,74,74,74,74,80,80,80,80,74,74,74,74,69,69,69,69,73,73,73,73,72,72,72,72,78,78,78,78,76,76,76,76,79,79,79,79,78,78,78,S2,1506626100,2017-09-28 19:15:00,1506627000,0,0.0,7,4.2,0
5791,78,79,79,79,79,80,80,80,80,78,78,78,78,78,78,78,78,78,78,78,78,76,76,76,76,74,74,74,74,79,79,79,79,80,80,80,80,83,83,83,83,91,91,91,91,104,104,104,104,94,94,94,94,86,86,86,86,84,84,84,S2,1506627000,2017-09-28 19:30:00,1506627900,0,0.0,7,4.73333333333333,0
5792,84,82,82,82,82,83,83,83,83,81,81,81,81,77,77,77,77,73,73,73,73,73,73,73,73,73,73,73,73,71,71,71,71,72,72,72,72,74,74,74,74,77,77,77,77,82,82,82,82,80,80,80,80,76,76,76,76,79,79,79,S2,1506627900,2017-09-28 19:45:00,1506628800,0,0.0,7,3.0,0
5793,79,93,93,93,93,91,91,91,91,90,90,90,90,89,89,89,89,89,89,89,89,85,85,85,85,83,83,83,83,86,86,86,86,83,83,83,83,82,82,82,82,87,87,87,87,87,87,87,87,87,87,87,87,86,86,86,86,88,88,88,S2,1506628800,2017-09-28 20:00:00,1506629700,0,0.0,7,5.26666666666667,0
5794,88,87,87,87,87,85,85,85,85,93,93,93,93,97,97,97,97,98,98,98,98,88,88,88,88,88,88,88,88,87,87,87,87,87,87,87,87,80,80,80,80,79,79,79,79,82,82,82,82,80,80,80,80,82,82,82,82,84,84,84,S2,1506629700,2017-09-28 20:15:00,1506630600,0,0.0,7,5.06666666666667,0
5795,84,86,86,86,86,91,91,91,91,91,91,91,91,92,92,92,92,93,93,93,93,91,91,91,91,93,93,93,93,98,98,98,98,108,108,108,108,114,114,114,114,131,131,131,131,121,121,121,121,112,112,112,112,111,111,111,111,114,114,114,S2,1506630600,2017-09-28 20:30:00,1506631500,0,0.0,7,4.66666666666667,0
5796,114,114,114,114,114,112,112,112,112,113,113,113,113,104,104,104,104,90,90,90,90,89,89,89,89,102,102,102,102,96,96,96,96,94,94,94,94,93,93,93,93,94,94,94,94,94,94,94,94,95,95,95,95,93,93,93,93,94,94,94,S2,1506631500,2017-09-28 20:45:00,1506632400,0,0.0,7,3.8,0
5797,94,90,90,90,90,91,91,91,91,91,91,91,91,92,92,92,92,90,90,90,90,88,88,88,88,87,87,87,87,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,98,98,98,98,91,91,91,91,87,87,87,87,88,88,88,S2,1506632400,2017-09-28 21:00:00,1506633300,0,0.0,7,2.86666666666667,0
5798,88,90,90,90,90,88,88,88,88,87,87,87,87,88,88,88,88,89,89,89,89,91,91,91,91,94,94,94,94,91,91,91,91,90,90,90,90,88,88,88,88,97,97,97,97,90,90,90,90,90,90,90,90,102,102,102,102,91,91,91,S2,1506633300,2017-09-28 21:15:00,1506634200,0,0.0,7,4.26666666666667,0
5799,91,85,85,85,85,80,80,80,80,78,78,78,78,78,78,78,78,77,77,77,77,77,77,77,77,79,79,79,79,77,77,77,77,75,75,75,75,74,74,74,74,83,83,83,83,79,79,79,79,75,75,75,75,73,73,73,73,72,72,72,S2,1506634200,2017-09-28 21:30:00,1506635100,0,0.0,3,1.4,0
5800,72,72,72,72,72,71,71,71,71,70,70,70,70,76,76,76,76,87,87,87,87,77,77,77,77,81,81,81,81,89,89,89,89,87,87,87,87,81,81,81,81,85,85,85,85,90,90,90,90,98,98,98,98,91,91,91,91,90,90,90,S2,1506635100,2017-09-28 21:45:00,1506636000,0,0.0,7,5.06666666666667,0
5801,90,89,89,89,89,87,87,87,87,84,84,84,84,84,84,84,84,81,81,81,81,82,82,82,82,87,87,87,87,77,77,77,77,72,72,72,72,71,71,71,71,77,77,77,77,87,87,87,87,76,76,76,76,72,72,72,72,69,69,69,S2,1506636000,2017-09-28 22:00:00,1506636900,0,0.0,5,2.66666666666667,0
5802,69,69,69,69,69,71,71,71,71,71,71,71,71,88,88,88,88,87,87,87,87,75,75,75,75,71,71,71,71,74,74,74,74,84,84,84,84,75,75,75,75,70,70,70,70,77,77,77,77,75,75,75,75,70,70,70,70,81,81,81,S2,1506636900,2017-09-28 22:15:00,1506637800,0,0.0,3,2.6,0
5803,81,73,73,73,73,72,72,72,72,72,72,72,72,86,86,86,86,83,83,83,83,80,80,80,80,75,75,75,75,78,78,78,78,77,77,77,77,70,70,70,70,70,70,70,70,82,82,82,82,68,68,68,68,68,68,68,68,67,67,67,S2,1506637800,2017-09-28 22:30:00,1506638700,0,0.0,4,3.33333333333333,0
5804,67,71,71,71,71,77,77,77,77,72,72,72,72,68,68,68,68,69,69,69,69,69,69,69,69,71,71,71,71,69,69,69,69,66,66,66,66,68,68,68,68,69,69,69,69,68,68,68,68,68,68,68,68,68,68,68,68,70,70,70,S2,1506638700,2017-09-28 22:45:00,1506639600,0,0.0,4,2.93333333333333,0
5805,70,69,69,69,69,78,78,78,78,77,77,77,77,70,70,70,70,69,69,69,69,68,68,68,68,82,82,82,82,77,77,77,77,71,71,71,71,69,69,69,69,72,72,72,72,71,71,71,71,76,76,76,76,77,77,77,77,67,67,67,S2,1506639600,2017-09-28 23:00:00,1506640500,0,0.0,4,2.26666666666667,0
5806,67,67,67,67,67,72,72,72,72,83,83,83,83,77,77,77,77,84,84,84,84,85,85,85,85,92,92,92,92,108,108,108,108,129,129,129,129,102,102,102,102,108,108,108,108,104,104,104,104,88,88,88,88,76,76,76,76,71,71,71,S2,1506640500,2017-09-28 23:15:00,1506641400,0,0.0,7,3.86666666666667,0
5807,71,70,70,70,70,70,70,70,70,69,69,69,69,69,69,69,69,68,68,68,68,70,70,70,70,84,84,84,84,76,76,76,76,71,71,71,71,76,76,76,76,83,83,83,83,84,84,84,84,82,82,82,82,80,80,80,80,80,80,80,S2,1506641400,2017-09-28 23:30:00,1506642300,0,0.0,4,3.2,0
5808,80,80,80,80,80,83,83,83,83,97,97,97,97,99,99,99,99,100,100,100,100,97,97,97,97,80,80,80,80,74,74,74,74,76,76,76,76,86,86,86,86,84,84,84,84,84,84,84,84,83,83,83,83,83,83,83,83,83,83,83,S2,1506642300,2017-09-28 23:45:00,1506643200,0,0.11,7,4.6,0
5809,83,87,87,87,87,87,87,87,87,94,94,94,94,104,104,104,104,94,94,94,94,86,86,86,86,84,84,84,84,87,87,87,87,81,81,81,81,77,77,77,77,80,80,80,80,82,82,82,82,85,85,85,85,82,82,82,82,76,76,76,S2,1506643200,2017-09-29 00:00:00,1506644100,0,0.0,7,4.06666666666667,0
5810,76,75,75,75,75,74,74,74,74,84,84,84,84,81,81,81,81,75,75,75,75,73,73,73,73,79,79,79,79,84,84,84,84,82,82,82,82,77,77,77,77,77,77,77,77,86,86,86,86,87,87,87,87,86,86,86,86,78,78,78,S2,1506644100,2017-09-29 00:15:00,1506645000,0,0.0,7,3.53333333333333,0
5811,78,73,73,73,73,71,71,71,71,70,70,70,70,70,70,70,70,69,69,69,69,79,79,79,79,89,89,89,89,90,90,90,90,86,86,86,86,78,78,78,78,83,83,83,83,85,85,85,85,81,81,81,81,84,84,84,84,93,93,93,S2,1506645000,2017-09-29 00:30:00,1506645900,0,0.0,7,4.53333333333333,0
5812,93,84,84,84,84,97,97,97,97,109,109,109,109,107,107,107,107,96,96,96,96,85,85,85,85,81,81,81,81,85,85,85,85,96,96,96,96,97,97,97,97,91,91,91,91,90,90,90,90,104,104,104,104,118,118,118,118,119,119,119,S2,1506645900,2017-09-29 00:45:00,1506646800,0,0.0,7,5.66666666666667,0
5813,119,115,115,115,115,119,119,119,119,116,116,116,116,115,115,115,115,116,116,116,116,105,105,105,105,95,95,95,95,94,94,94,94,94,94,94,94,91,91,91,91,91,91,91,91,89,89,89,89,95,95,95,95,111,111,111,111,114,114,114,S2,1506646800,2017-09-29 01:00:00,1506647700,0,0.0,7,4.06666666666667,0
5814,114,114,114,114,114,115,115,115,115,115,115,115,115,116,116,116,116,115,115,115,115,115,115,115,115,116,116,116,116,116,116,116,116,113,113,113,113,103,103,103,103,116,116,116,116,118,118,118,118,119,119,119,119,114,114,114,114,101,101,101,S2,1506647700,2017-09-29 01:15:00,1506648600,0,0.0,7,6.06666666666667,0
5815,101,95,95,95,95,93,93,93,93,93,93,93,93,90,90,90,90,93,93,93,93,93,93,93,93,91,91,91,91,91,91,91,91,89,89,89,89,97,97,97,97,117,117,117,117,120,120,120,120,117,117,117,117,112,112,112,112,110,110,110,S2,1506648600,2017-09-29 01:30:00,1506649500,0,0.0,7,2.66666666666667,0
5816,110,96,96,96,96,91,91,91,91,91,91,91,91,89,89,89,89,87,87,87,87,104,104,104,104,116,116,116,116,112,112,112,112,116,116,116,116,116,116,116,116,113,113,113,113,100,100,100,100,92,92,92,92,86,86,86,86,87,87,87,S2,1506649500,2017-09-29 01:45:00,1506650400,0,0.0,7,3.4,0
5817,87,102,102,102,102,98,98,98,98,87,87,87,87,87,87,87,87,114,114,114,114,116,116,116,116,112,112,112,112,101,101,101,101,109,109,109,109,111,111,111,111,97,97,97,97,113,113,113,113,118,118,118,118,117,117,117,117,117,117,117,S2,1506650400,2017-09-29 02:00:00,1506651300,0,0.0,7,6.06666666666667,0
5818,117,113,113,113,113,119,119,119,119,120,120,120,120,121,121,121,121,119,119,119,119,119,119,119,119,112,112,112,112,102,102,102,102,99,99,99,99,98,98,98,98,98,98,98,98,97,97,97,97,95,95,95,95,96,96,96,96,95,95,95,S2,1506651300,2017-09-29 02:15:00,1506652200,0,0.0,7,2.33333333333333,0
5819,95,95,95,95,95,108,108,108,108,102,102,102,102,107,107,107,107,103,103,103,103,99,99,99,99,97,97,97,97,96,96,96,96,92,92,92,92,97,97,97,97,94,94,94,94,94,94,94,94,96,96,96,96,97,97,97,97,98,98,98,S2,1506652200,2017-09-29 02:30:00,1506653100,0,0.0,7,0.466666666666666,1
5820,98,93,93,93,93,95,95,95,95,97,97,97,97,97,97,97,97,98,98,98,98,98,98,98,98,97,97,97,97,98,98,98,98,91,91,91,91,101,101,101,101,116,116,116,116,107,107,107,107,102,102,102,102,101,101,101,101,101,101,101,S2,1506653100,2017-09-29 02:45:00,1506654000,0,0.0,7,1.86666666666667,1
5821,101,99,99,99,99,97,97,97,97,97,97,97,97,101,101,101,101,101,101,101,101,100,100,100,100,99,99,99,99,101,101,101,101,101,101,101,101,113,113,113,113,111,111,111,111,106,106,106,106,101,101,101,101,101,101,101,101,101,101,101,S2,1506654000,2017-09-29 03:00:00,1506654900,0,0.0,7,4.2,1
5822,101,100,100,100,100,97,97,97,97,95,95,95,95,92,92,92,92,92,92,92,92,98,98,98,98,96,96,96,96,92,92,92,92,89,89,89,89,93,93,93,93,96,96,96,96,99,99,99,99,103,103,103,103,99,99,99,99,99,99,99,S2,1506654900,2017-09-29 03:15:00,1506655800,0,0.0,7,2.13333333333333,1
5823,99,95,95,95,95,99,99,99,99,93,93,93,93,90,90,90,90,90,90,90,90,90,90,90,90,95,95,95,95,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,100,100,100,100,97,97,97,97,89,89,89,89,89,89,89,S2,1506655800,2017-09-29 03:30:00,1506656700,0,0.0,7,2.06666666666667,1
5824,89,84,84,84,84,87,87,87,87,94,94,94,94,101,101,101,101,93,93,93,93,90,90,90,90,94,94,94,94,97,97,97,97,91,91,91,91,91,91,91,91,101,101,101,101,94,94,94,94,88,88,88,88,84,84,84,84,82,82,82,S2,1506656700,2017-09-29 03:45:00,1506657600,0,0.0,7,1.86666666666667,1
5825,82,99,99,99,99,101,101,101,101,99,99,99,99,89,89,89,89,84,84,84,84,96,96,96,96,103,103,103,103,101,101,101,101,100,100,100,100,97,97,97,97,92,92,92,92,94,94,94,94,93,93,93,93,91,91,91,91,98,98,98,S2,1506657600,2017-09-29 04:00:00,1506658500,0,0.0,7,3.46666666666667,1
5826,98,109,109,109,109,106,106,106,106,104,104,104,104,97,97,97,97,98,98,98,98,102,102,102,102,105,105,105,105,99,99,99,99,90,90,90,90,85,85,85,85,83,83,83,83,82,82,82,82,86,86,86,86,92,92,92,92,85,85,85,S2,1506658500,2017-09-29 04:15:00,1506659400,0,0.0,7,3.2,0
5827,85,83,83,83,83,86,86,86,86,94,94,94,94,92,92,92,92,90,90,90,90,90,90,90,90,89,89,89,89,93,93,93,93,92,92,92,92,87,87,87,87,85,85,85,85,79,79,79,79,77,77,77,77,80,80,80,80,96,96,96,S2,1506659400,2017-09-29 04:30:00,1506660300,0,0.0,7,2.06666666666667,0
5828,96,96,96,96,96,95,95,95,95,93,93,93,93,82,82,82,82,99,99,99,99,99,99,99,99,107,107,107,107,111,111,111,111,101,101,101,101,96,96,96,96,94,94,94,94,96,96,96,96,95,95,95,95,93,93,93,93,94,94,94,S2,1506660300,2017-09-29 04:45:00,1506661200,0,0.0,7,2.33333333333333,0
5829,94,98,98,98,98,91,91,91,91,85,85,85,85,94,94,94,94,116,116,116,116,105,105,105,105,96,96,96,96,101,101,101,101,112,112,112,112,102,102,102,102,98,98,98,98,97,97,97,97,97,97,97,97,110,110,110,110,111,111,111,S2,1506661200,2017-09-29 05:00:00,1506662100,0,0.0,7,4.8,0
5830,111,103,103,103,103,101,101,101,101,99,99,99,99,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,90,90,90,90,86,86,86,86,85,85,85,85,84,84,84,84,89,89,89,89,88,88,88,88,84,84,84,84,87,87,87,S2,1506662100,2017-09-29 05:15:00,1506663000,0,0.0,7,2.13333333333333,0
5831,87,93,93,93,93,90,90,90,90,85,85,85,85,83,83,83,83,95,95,95,95,96,96,96,96,95,95,95,95,116,116,116,116,112,112,112,112,92,92,92,92,83,83,83,83,81,81,81,81,94,94,94,94,106,106,106,106,92,92,92,S2,1506663000,2017-09-29 05:30:00,1506663900,0,0.0,7,2.66666666666667,0
5832,92,90,90,90,90,94,94,94,94,86,86,86,86,92,92,92,92,100,100,100,100,112,112,112,112,96,96,96,96,92,92,92,92,93,93,93,93,90,90,90,90,92,92,92,92,90,90,90,90,92,92,92,92,109,109,109,109,98,98,98,S2,1506663900,2017-09-29 05:45:00,1506664800,0,0.0,7,3.2,0
5833,98,88,88,88,88,93,93,93,93,89,89,89,89,91,91,91,91,91,91,91,91,87,87,87,87,93,93,93,93,89,89,89,89,91,91,91,91,90,90,90,90,91,91,91,91,101,101,101,101,99,99,99,99,95,95,95,95,104,104,104,S2,1506664800,2017-09-29 06:00:00,1506665700,0,0.0,7,3.2,0
5834,104,105,105,105,105,94,94,94,94,89,89,89,89,90,90,90,90,89,89,89,89,93,93,93,93,91,91,91,91,92,92,92,92,93,93,93,93,91,91,91,91,92,92,92,92,93,93,93,93,93,93,93,93,91,91,91,91,85,85,85,S2,1506665700,2017-09-29 06:15:00,1506666600,0,0.0,7,2.26666666666667,0
5835,85,80,80,80,80,81,81,81,81,82,82,82,82,91,91,91,91,91,91,91,91,90,90,90,90,97,97,97,97,88,88,88,88,104,104,104,104,94,94,94,94,98,98,98,98,108,108,108,108,105,105,105,105,94,94,94,94,89,89,89,S2,1506666600,2017-09-29 06:30:00,1506667500,0,0.0,7,5.26666666666667,0
5836,89,87,87,87,87,87,87,87,87,83,83,83,83,82,82,82,82,89,89,89,89,89,89,89,89,78,78,78,78,79,79,79,79,89,89,89,89,89,89,89,89,84,84,84,84,86,86,86,86,86,86,86,86,80,80,80,80,77,77,77,S2,1506667500,2017-09-29 06:45:00,1506668400,0,0.0,4,2.53333333333333,0
5837,77,76,76,76,76,76,76,76,76,75,75,75,75,80,80,80,80,90,90,90,90,83,83,83,83,78,78,78,78,72,72,72,72,72,72,72,72,77,77,77,77,91,91,91,91,88,88,88,88,77,77,77,77,90,90,90,90,108,108,108,S2,1506668400,2017-09-29 07:00:00,1506669300,0,0.0,7,3.6,0
5838,108,95,95,95,95,91,91,91,91,87,87,87,87,86,86,86,86,87,87,87,87,82,82,82,82,85,85,85,85,82,82,82,82,81,81,81,81,79,79,79,79,82,82,82,82,78,78,78,78,80,80,80,80,80,80,80,80,77,77,77,S2,1506669300,2017-09-29 07:15:00,1506670200,0,0.0,4,3.73333333333333,0
5839,77,80,80,80,80,76,76,76,76,82,82,82,82,76,76,76,76,79,79,79,79,78,78,78,78,83,83,83,83,91,91,91,91,104,104,104,104,90,90,90,90,77,77,77,77,82,82,82,82,84,84,84,84,85,85,85,85,93,93,93,S2,1506670200,2017-09-29 07:30:00,1506671100,0,0.0,7,3.86666666666667,0
5840,93,94,94,94,94,89,89,89,89,89,89,89,89,89,89,89,89,104,104,104,104,101,101,101,101,95,95,95,95,97,97,97,97,92,92,92,92,90,90,90,90,90,90,90,90,89,89,89,89,87,87,87,87,90,90,90,90,97,97,97,S2,1506671100,2017-09-29 07:45:00,1506672000,0,0.0,7,5.46666666666667,0
5841,97,97,97,97,97,89,89,89,89,78,78,78,78,75,75,75,75,76,76,76,76,76,76,76,76,75,75,75,75,76,76,76,76,74,74,74,74,73,73,73,73,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71,71,70,70,70,S2,1506672000,2017-09-29 08:00:00,1506672900,0,0.0,2,1.13333333333333,0
5842,70,69,69,69,69,68,68,68,68,68,68,68,68,78,78,78,78,75,75,75,75,70,70,70,70,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,S2,1506672900,2017-09-29 08:15:00,1506673800,0,0.0,5,1.06666666666667,0
5843,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506673800,2017-09-29 08:30:00,1506674700,0,0.08,7,3.8,0
5844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506674700,,1506675600,,,,,0
5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506675600,,1506676500,,,,,0
5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506676500,,1506677400,,,,,0
5847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506677400,,1506678300,,,,,0
5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506678300,,1506679200,,,,,0
5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506679200,,1506680100,,,,,0
5850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506680100,,1506681000,,,,,0
5851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506681000,,1506681900,,,,,0
5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506681900,,1506682800,,,,,0
5853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506682800,,1506683700,,,,,0
5854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506683700,,1506684600,,,,,0
5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506684600,,1506685500,,,,,0
5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506685500,,1506686400,,,,,0
5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506686400,,1506687300,,,,,0
5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506687300,,1506688200,,,,,0
5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506688200,,1506689100,,,,,0
5860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506689100,,1506690000,,,,,0
5861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506690000,,1506690900,,,,,0
5862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506690900,,1506691800,,,,,0
5863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506691800,,1506692700,,,,,0
5864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506692700,,1506693600,,,,,0
5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506693600,,1506694500,,,,,0
5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506694500,,1506695400,,,,,0
5867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506695400,,1506696300,,,,,0
5868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506696300,,1506697200,,,,,0
5869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506697200,,1506698100,,,,,0
5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506698100,,1506699000,,,,,0
5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506699000,,1506699900,,,,,0
5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506699900,,1506700800,,,,,0
5873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1506700800,,1506701700,,,,,0
5874,,,,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,97,97,97,97,92,92,92,92,88,88,88,88,101,101,101,101,102,102,102,102,92,92,92,92,92,92,92,92,100,100,100,S2,1506701700,,1506702600,,,,,0
5875,100,100,100,100,100,90,90,90,90,87,87,87,87,82,82,82,82,75,75,75,75,104,104,104,104,116,116,116,116,99,99,99,99,86,86,86,86,79,79,79,79,80,80,80,80,75,75,75,75,73,73,73,73,75,75,75,75,76,76,76,S2,1506702600,2017-09-29 16:30:00,1506703500,0,0.0,7,4.2,0
5876,76,74,74,74,74,73,73,73,73,71,71,71,71,80,80,80,80,75,75,75,75,70,70,70,70,68,68,68,68,70,70,70,70,70,70,70,70,68,68,68,68,68,68,68,68,74,74,74,74,76,76,76,76,72,72,72,72,75,75,75,S2,1506703500,2017-09-29 16:45:00,1506704400,0,0.0,4,4.0,0
5877,75,70,70,70,70,74,74,74,74,75,75,75,75,76,76,76,76,72,72,72,72,70,70,70,70,69,69,69,69,78,78,78,78,78,78,78,78,97,97,97,97,97,97,97,97,76,76,76,76,68,68,68,68,65,65,65,65,81,81,81,S2,1506704400,2017-09-29 17:00:00,1506705300,0,0.0,7,4.4,0
5878,81,74,74,74,74,73,73,73,73,74,74,74,74,87,87,87,87,76,76,76,76,69,69,69,69,70,70,70,70,72,72,72,72,70,70,70,70,66,66,66,66,68,68,68,68,66,66,66,66,66,66,66,66,62,62,62,62,61,61,61,S2,1506705300,2017-09-29 17:15:00,1506706200,0,0.0,7,4.0,0
5879,61,65,65,65,65,68,68,68,68,69,69,69,69,72,72,72,72,82,82,82,82,77,77,77,77,73,73,73,73,65,65,65,65,62,62,62,62,71,71,71,71,74,74,74,74,74,74,74,74,70,70,70,70,69,69,69,69,67,67,67,S2,1506706200,2017-09-29 17:30:00,1506707100,0,0.0,7,4.46666666666667,0
5880,67,66,66,66,66,68,68,68,68,66,66,66,66,69,69,69,69,71,71,71,71,66,66,66,66,68,68,68,68,65,65,65,65,62,62,62,62,60,60,60,60,58,58,58,58,66,66,66,66,74,74,74,74,77,77,77,77,73,73,73,S2,1506707100,2017-09-29 17:45:00,1506708000,0,0.0,7,4.4,0
5881,73,74,74,74,74,71,71,71,71,63,63,63,63,58,58,58,58,60,60,60,60,77,77,77,77,76,76,76,76,70,70,70,70,65,65,65,65,72,72,72,72,71,71,71,71,74,74,74,74,74,74,74,74,74,74,74,74,67,67,67,S2,1506708000,2017-09-29 18:00:00,1506708900,0,0.0,7,4.6,0
5882,67,62,62,62,62,68,68,68,68,72,72,72,72,74,74,74,74,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,70,70,70,70,82,82,82,82,79,79,79,79,81,81,81,81,82,82,82,82,79,79,79,79,76,76,76,S2,1506708900,2017-09-29 18:15:00,1506709800,0,0.0,7,4.66666666666667,0
5883,76,76,76,76,76,78,78,78,78,73,73,73,73,80,80,80,80,80,80,80,80,83,83,83,83,80,80,80,80,81,81,81,81,83,83,83,83,74,74,74,74,69,69,69,69,67,67,67,67,67,67,67,67,81,81,81,81,81,81,81,S2,1506709800,2017-09-29 18:30:00,1506710700,0,0.0,7,5.26666666666667,0
